Filename,Class_Label,Dataset_Type,File_Path
coniferous_637.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_637.jpg
coniferous_638.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_638.webp
coniferous_639.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_639.jpg
coniferous_64.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_64.jpg
coniferous_640.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_640.jpg
coniferous_641.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_641.jpg
coniferous_642.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_642.webp
coniferous_643.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_643.jpg
coniferous_644.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_644.jpg
coniferous_645.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_645.webp
coniferous_646.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_646.webp
coniferous_647.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_647.jpg
coniferous_648.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_648.jpg
coniferous_649.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_649.jpg
coniferous_65.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_65.jpg
coniferous_650.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_650.jpg
coniferous_651.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_651.webp
coniferous_652.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_652.jpg
coniferous_653.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_653.jpg
coniferous_654.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_654.webp
coniferous_655.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_655.webp
coniferous_656.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_656.webp
coniferous_657.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_657.jpg
coniferous_658.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_658.webp
coniferous_659.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_659.jpg
coniferous_66.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_66.jpg
coniferous_660.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_660.jpg
coniferous_661.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_661.jpg
coniferous_662.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_662.jpg
coniferous_663.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_663.jpg
coniferous_664.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_664.jpg
coniferous_665.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_665.webp
coniferous_666.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_666.jpg
coniferous_667.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_667.jpg
coniferous_668.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_668.webp
coniferous_669.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_669.webp
coniferous_67.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_67.jpg
coniferous_670.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_670.jpg
coniferous_671.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_671.webp
coniferous_672.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_672.webp
coniferous_673.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_673.jpg
coniferous_674.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_674.jpg
coniferous_675.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_675.jpg
coniferous_676.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_676.webp
coniferous_677.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_677.webp
coniferous_678.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_678.webp
coniferous_679.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_679.webp
coniferous_68.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_68.jpg
coniferous_680.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_680.jpg
coniferous_681.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_681.jpg
coniferous_682.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_682.webp
coniferous_683.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_683.jpg
coniferous_684.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_684.jpg
coniferous_685.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_685.jpg
coniferous_686.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_686.jpg
coniferous_687.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_687.jpg
coniferous_688.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_688.webp
coniferous_689.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_689.jpg
coniferous_69.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_69.webp
coniferous_690.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_690.jpg
coniferous_691.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_691.jpg
coniferous_692.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_692.jpg
coniferous_693.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_693.jpg
coniferous_694.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_694.jpg
coniferous_695.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_695.webp
coniferous_696.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_696.jpg
coniferous_697.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_697.jpg
coniferous_698.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_698.jpg
coniferous_699.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_699.jpg
coniferous_7.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_7.webp
coniferous_70.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_70.jpg
coniferous_700.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_700.jpg
coniferous_701.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_701.jpg
coniferous_702.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_702.webp
coniferous_703.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_703.jpg
coniferous_704.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_704.jpg
coniferous_705.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_705.jpg
coniferous_706.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_706.webp
coniferous_707.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_707.jpg
coniferous_708.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_708.jpg
coniferous_709.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_709.jpg
coniferous_71.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_71.jpg
coniferous_710.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_710.jpg
coniferous_711.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_711.jpg
coniferous_712.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_712.jpg
coniferous_713.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_713.jpg
coniferous_714.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_714.jpg
coniferous_715.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_715.jpg
coniferous_716.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_716.jpg
coniferous_717.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_717.jpg
coniferous_718.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_718.jpg
coniferous_719.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_719.jpg
coniferous_72.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_72.webp
coniferous_720.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_720.webp
coniferous_721.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_721.jpg
coniferous_722.png,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_722.png
coniferous_723.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_723.jpg
coniferous_724.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_724.webp
coniferous_725.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_725.jpg
coniferous_726.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_726.webp
coniferous_727.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_727.webp
coniferous_728.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_728.jpg
coniferous_729.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_729.jpg
coniferous_73.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_73.jpg
coniferous_730.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_730.jpg
coniferous_731.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_731.jpg
coniferous_732.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_732.jpg
coniferous_733.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_733.jpg
coniferous_734.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_734.jpg
coniferous_735.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_735.jpg
coniferous_736.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_736.jpg
coniferous_737.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_737.jpg
coniferous_738.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_738.jpg
coniferous_739.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_739.jpg
coniferous_74.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_74.jpg
coniferous_740.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_740.webp
coniferous_741.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_741.webp
coniferous_742.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_742.jpg
coniferous_743.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_743.jpg
coniferous_744.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_744.jpg
coniferous_745.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_745.jpg
coniferous_746.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_746.webp
coniferous_747.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_747.jpg
coniferous_748.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_748.jpg
coniferous_749.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_749.jpg
coniferous_75.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_75.webp
coniferous_750.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_750.jpg
coniferous_751.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_751.jpg
coniferous_752.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_752.jpg
coniferous_753.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_753.jpg
coniferous_754.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_754.jpg
coniferous_755.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_755.jpg
coniferous_756.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_756.webp
coniferous_757.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_757.jpg
coniferous_758.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_758.jpg
coniferous_759.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_759.jpg
coniferous_76.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_76.jpg
coniferous_760.png,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_760.png
coniferous_761.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_761.webp
coniferous_762.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_762.webp
coniferous_763.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_763.jpg
coniferous_764.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_764.webp
coniferous_765.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_765.webp
coniferous_766.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_766.jpg
coniferous_767.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_767.jpg
coniferous_768.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_768.jpg
coniferous_769.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_769.jpg
coniferous_77.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_77.jpg
coniferous_770.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_770.jpg
coniferous_771.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_771.jpg
coniferous_772.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_772.jpg
coniferous_773.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_773.webp
coniferous_774.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_774.webp
coniferous_775.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_775.jpg
coniferous_776.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_776.jpg
coniferous_777.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_777.jpg
coniferous_778.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_778.jpg
coniferous_779.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_779.jpg
coniferous_78.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_78.jpg
coniferous_780.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_780.webp
coniferous_781.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_781.jpg
coniferous_782.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_782.jpg
coniferous_783.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_783.webp
coniferous_784.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_784.jpg
coniferous_785.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_785.jpg
coniferous_786.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_786.webp
coniferous_787.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_787.jpg
coniferous_788.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_788.jpg
coniferous_789.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_789.jpg
coniferous_79.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_79.jpg
coniferous_790.webp,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_790.webp
coniferous_791.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_791.jpg
coniferous_792.jpg,coniferous_pine_forest,train,C:\Users\USER\Desktop\ai_dataset\forestry_dataset_splitted\train\coniferous_pine_forest\coniferous_792.jpg
